车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟
D3816,昆明南,2026-03-02,09:00,2026-03-02,09:00,-1.0
D3816,弥勒,2026-03-02,09:35,2026-03-02,09:38,-2.0
D3816,普者黑,2026-03-02,10:11,2026-03-02,10:15,-2.0
D3816,珠琳,2026-03-02,10:32,2026-03-02,10:34,-2.0
D3816,广南县,2026-03-02,10:51,2026-03-02,10:53,-1.0
D3816,百色,2026-03-02,11:58,2026-03-02,12:02,-3.0
D3816,田东北,2026-03-02,12:27,2026-03-02,12:29,0.0
D3816,平果,2026-03-02,12:49,2026-03-02,12:52,0.0
D3813,南宁,2026-03-02,13:31,2026-03-02,13:35,0.0
D3813,南宁东,2026-03-02,13:46,2026-03-02,13:51,0.0
D3813,宾阳,2026-03-02,14:16,2026-03-02,14:18,0.0
D3813,平南南,2026-03-02,15:01,2026-03-02,15:03,0.0
D3813,藤县,2026-03-02,15:22,2026-03-02,15:24,0.0
D3813,梧州南,2026-03-02,15:36,2026-03-02,15:38,0.0
D3813,南江口,2026-03-02,16:01,2026-03-02,16:07,-2.0
D3813,肇庆东,2026-03-02,16:37,2026-03-02,16:40,-1.0
D3813,佛山西,2026-03-02,17:01,2026-03-02,17:04,-3.0
D3813,广州南,2026-03-02,17:25,,,0.0
,,,,,,
,,,,,,
,,,,,,
D1,北京西,2026-03-02,17:59,2026-03-02,17:59,0.0
D1,石家庄,2026-03-02,20:24,2026-03-02,20:30,0.0
D1,郑州,2026-03-02,23:59,2026-03-03,00:05,-8.0
D1,武昌,2026-03-03,04:44,2026-03-03,04:50,-4.0
D1,岳阳,2026-03-03,06:47,2026-03-03,06:51,-9.0
D1,长沙,2026-03-03,08:16,,,-9.0
,,,,,,
