车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟
G5003,景德镇北,2025-08-21,08:38,2025-08-21,08:38,0.0
G5003,鄱阳,2025-08-21,08:59,2025-08-21,09:01,-3.0
G5003,余干,2025-08-21,09:12,2025-08-21,09:14,0.0
G5003,进贤北,2025-08-21,09:25,2025-08-21,09:27,0.0
G5003,南昌东,2025-08-21,09:41,2025-08-21,09:50,0.0
G5003,樟树东,2025-08-21,10:24,2025-08-21,10:26,3.0
G5003,吉安西,2025-08-21,10:54,2025-08-21,10:56,5.0
G5003,于都,2025-08-21,11:46,2025-08-21,11:48,6.0
G5003,瑞金,2025-08-21,12:16,2025-08-21,12:18,6.0
G5003,长汀南,2025-08-21,12:34,2025-08-21,12:36,6.0
G5003,古田会址,2025-08-21,13:06,2025-08-21,13:08,6.0
G5003,龙岩,2025-08-21,13:24,2025-08-21,13:27,6.0
G5003,龙山镇,2025-08-21,13:53,2025-08-21,13:55,3.0
G5003,南靖,2025-08-21,14:04,2025-08-21,14:06,3.0
G5003,漳州,2025-08-21,14:21,2025-08-21,14:26,
G5003,厦门,2025-08-21,14:57,,,0.0
